id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2018-656193,2018-01-05,000001,Vente,140000,2,,RUE DE LA REPUBLIQUE,0700,69580,69292,Sathonay-Camp,69,,,69292000AE0012,,,1,95.33,5,23.94,8,,,,,,3,4,Local industriel. commercial ou assimilé,120,0,,,,,,4.873549,45.825161
2018-656194,2018-01-06,000001,Vente,85605,19,,RUE DE LA FRATERNELLE,2895,69009,69389,Lyon 9e Arrondissement,69,,,69389000BV0111,,,30,17.22,,,,,,,,,1,2,Appartement,17,1,,,,,,4.804004,45.768488
2018-656195,2018-01-03,000001,Vente,10000,65,,RUE DE ST CYR,6295,69009,69389,Lyon 9e Arrondissement,69,,,69389000AX0092,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.806677,45.78671
2018-656196,2018-01-03,000001,Vente,232800,3,,RUE BURDEAU,1155,69001,69381,Lyon 1er Arrondissement,69,,,69381000AK0046,,,9,41.1,,,,,,,,,1,2,Appartement,40,2,,,,,,4.831404,45.770318
2018-656197,2018-01-03,000001,Vente,162000,17,T,RUE GAMBETTA,0110,69270,69088,Fontaines-sur-Saône,69,,,69088000AB0508,,,52,70.72,7,,,,,,,,2,2,Appartement,71,3,,,,,,4.843448,45.836897
2018-656198,2018-01-04,000001,Vente,550000,26,,CRS ARISTIDE BRIAND,0060,69300,69034,Caluire-et-Cuire,69,,,69034000BC0041,,,11,133.91,,,,,,,,,1,2,Appartement,126,5,,,,,,4.843373,45.782877
2018-656199,2018-01-02,000001,Vente,260000,26,,RUE PROF LOUIS PAUFIQUE,5740,69002,69382,Lyon 2e Arrondissement,69,,,69382000AL0007,,,6,44.69,,,,,,,,,1,2,Appartement,45,2,,,,,,4.835637,45.759196
2018-656200,2018-01-11,000001,Vente,21082166,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AX0043,,2,,,,,,,,,,,0,,,,,,,,,,4.804317,45.785744
2018-656200,2018-01-11,000001,Vente,21082166,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AX0044,,2,,,,,,,,,,,0,,,,,,,,,,4.804525,45.7855
2018-656200,2018-01-11,000001,Vente,21082166,144,,AV DU 25E RGT TIR SENEGALAIS,7495,69009,69389,Lyon 9e Arrondissement,69,,,69389000AX0051,,4,,,,,,,,,,,0,,,,,,,,,,4.80379,45.785374
2018-656200,2018-01-11,000001,Vente,21082166,142,,AV DU 25E RGT TIR SENEGALAIS,7495,69009,69389,Lyon 9e Arrondissement,69,,,69389000AX0106,,,,,,,,,,,,,0,1,Maison,97,3,S,sols,,,705,4.803311,45.785184
2018-656200,2018-01-11,000001,Vente,21082166,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AX0107,,2,,,,,,,,,,,0,,,,,,,,,,4.803335,45.785071
2018-656201,2018-01-03,000001,Vente,166000,31,,CRS ARISTIDE BRIAND,0060,69300,69034,Caluire-et-Cuire,69,,,69034000BC0037,,,101,,18,53.72,,,,,,,2,2,Appartement,55,2,,,,,,4.844327,45.783744
2018-656202,2018-01-05,000001,Vente,228000,38,,RUE DE MARGNOLLES,1240,69300,69034,Caluire-et-Cuire,69,,,69034000BC0068,,,120,,144,67.96,,,,,,,2,2,Appartement,68,4,,,,,,4.840293,45.785142
2018-656203,2018-01-08,000001,Vente,182100,137,,RUE JOLIOT CURIE,3895,69005,69385,Lyon 5e Arrondissement,69,,,69385000BD0013,,,1042,70.45,1142,,,,,,,,2,2,Appartement,79,3,,,,,,4.781517,45.754105
2018-656204,2018-01-08,000001,Vente,146000,73,,GDE RUE DE LA CROIX ROUSSE,2015,69004,69384,Lyon 4e Arrondissement,69,,,69384000AS0243,,,10,,29,,40,,,,,,3,2,Appartement,34,1,,,,,,4.832068,45.779348
2018-656205,2018-01-09,000001,Vente,305000,20,,RUE DE L ORATOIRE,1440,69300,69034,Caluire-et-Cuire,69,,,69034000BC0056,,,115,90.12,74,,,,,,,,2,2,Appartement,90,3,,,,,,4.839173,45.785172
2018-656205,2018-01-09,000001,Vente,305000,20,,RUE DE L ORATOIRE,1440,69300,69034,Caluire-et-Cuire,69,,,69034000BC0056,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.839173,45.785172
2018-656206,2018-01-08,000001,Vente,565000,46,,RUE SAINT JEAN,6425,69005,69385,Lyon 5e Arrondissement,69,,,69385000AH0072,,,18,118,28,,29,,,,,,3,2,Appartement,119,3,,,,,,4.827212,45.762346
2018-656207,2018-01-15,000001,Vente,173050,74,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AE0565,,,139,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.895581,45.80719
2018-656207,2018-01-15,000001,Vente,173050,74,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AE0565,,,183,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.895581,45.80719
2018-656207,2018-01-15,000001,Vente,173050,74,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AE0565,,,135,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.895581,45.80719
2018-656207,2018-01-15,000001,Vente,173050,74,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AE0565,,,67,,85,81.25,,,,,,,2,2,Appartement,81,5,,,,,,4.895581,45.80719
2018-656208,2018-01-10,000001,Vente,281800,122,,RUE COSTE,0520,69300,69034,Caluire-et-Cuire,69,,,69034000BK0321,,,128,,196,,89,,,,,,3,2,Appartement,88,4,,,,,,4.837943,45.791085
2018-656208,2018-01-10,000001,Vente,281800,122,,RUE COSTE,0520,69300,69034,Caluire-et-Cuire,69,,,69034000BK0321,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.837943,45.791085
2018-656208,2018-01-10,000001,Vente,281800,122,,RUE COSTE,0520,69300,69034,Caluire-et-Cuire,69,,,69034000BK0321,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.837943,45.791085
2018-656209,2018-01-09,000001,Vente,443550,73,,GDE RUE DE LA CROIX ROUSSE,2015,69004,69384,Lyon 4e Arrondissement,69,,,69384000AS0243,,,16,,36,,58,,,,,,3,2,Appartement,38,2,,,,,,4.832068,45.779348
2018-656209,2018-01-09,000001,Vente,443550,73,,GDE RUE DE LA CROIX ROUSSE,2015,69004,69384,Lyon 4e Arrondissement,69,,,69384000AS0243,,,15,86,35,,54,,,,,,3,2,Appartement,45,2,,,,,,4.832068,45.779348
2018-656210,2018-01-11,000001,Vente,313550,11,,RUE JEANNE - MARIE CELU,3850,69004,69384,Lyon 4e Arrondissement,69,,,69384000BE0016,,,1,68.06,9,,,,,,,,2,2,Appartement,68,3,,,,,,4.835794,45.776085
2018-656211,2018-01-10,000001,Vente,103000,18,,RUE DU BOEUF,0950,69005,69385,Lyon 5e Arrondissement,69,,,69385000AH0103,,,12,19.37,,,,,,,,,1,2,Appartement,19,1,,,,,,4.826909,45.76284
2018-656212,2018-01-03,000001,Vente,130000,1,,RUE DE ROTTERDAM,0640,69140,69286,Rillieux-la-Pape,69,,,69286000BH0098,,,1,,50,108.09,,,,,,,2,2,Appartement,129,5,,,,,,4.906214,45.822764
2018-656213,2018-01-16,000001,Vente,240000,55,B,AV BARTHELEMY BUYER,0680,69005,69385,Lyon 5e Arrondissement,69,,,69385000AW0141,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.806853,45.759279
2018-656213,2018-01-16,000001,Vente,240000,53,,AV BARTHELEMY BUYER,0680,69005,69385,Lyon 5e Arrondissement,69,,,69385000AW0141,,,308,,337,75.12,,,,,,,2,2,Appartement,75,3,,,,,,4.806853,45.759279
2018-656214,2018-01-04,000001,Vente,312220,67,,CHE DE MAINTENUE,0040,69650,69207,Saint-Germain-au-Mont-d'Or,69,,,69207000AC0650,,,,,,,,,,,,,0,1,Maison,137,5,S,sols,,,1000,4.800003,45.891658
2018-656215,2018-01-12,000001,Vente,250000,79,,RUE DES AQUEDUCS,0415,69005,69385,Lyon 5e Arrondissement,69,,,69385000AY0040,,,383,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.786791,45.760831
2018-656215,2018-01-12,000001,Vente,250000,74,,RUE DES AQUEDUCS,0415,69005,69385,Lyon 5e Arrondissement,69,,,69385000AY0040,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.786791,45.760831
2018-656215,2018-01-12,000001,Vente,250000,79,,RUE DES AQUEDUCS,0415,69005,69385,Lyon 5e Arrondissement,69,,,69385000AY0040,,,88,,98,96.21,,,,,,,2,2,Appartement,103,5,,,,,,4.786791,45.760831
2018-656216,2018-01-09,000001,Vente en l'état futur d'achèvement,176000,27,,RUE DE LA REPUBLIQUE,0160,69650,69163,Quincieux,69,,,69163000AA0051,,,39,,,,,,,,,,1,,,,,,,,,,4.778143,45.915029
2018-656216,2018-01-09,000001,Vente en l'état futur d'achèvement,176000,27,,RUE DE LA REPUBLIQUE,0160,69650,69163,Quincieux,69,,,69163000AA0051,,,11,80,,,,,,,,,1,,,,,,,,,,4.778143,45.915029
2018-656217,2018-01-12,000001,Vente,291400,38,,RUE DOC ALBERIC PONT,2193,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0189,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.797315,45.754569
2018-656217,2018-01-12,000001,Vente,291400,40,,RUE DOC ALBERIC PONT,2193,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0189,,,197,,213,90.5,,,,,,,2,2,Appartement,95,4,,,,,,4.797315,45.754569
2018-656218,2018-01-04,000001,Vente,158340,20,,RUE GEORGES MARTIN WITKOWSKI,3115,69005,69385,Lyon 5e Arrondissement,69,,,69385000BK0089,,,302,81,342,,,,,,,,2,2,Appartement,81,5,,,,,,4.787471,45.747831
2018-656219,2018-01-09,000001,Vente,165000,6,,RUE TONY TOLLET,7040,69002,69382,Lyon 2e Arrondissement,69,,,69382000AP0002,,,8,37.43,,,,,,,,,1,2,Appartement,38,2,,,,,,4.828822,45.756389
2018-656220,2018-01-11,000001,Vente,285000,21,T,AV DU POINT DU JOUR,5620,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0188,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.80453,45.754818
2018-656220,2018-01-11,000001,Vente,285000,21,T,AV DU POINT DU JOUR,5620,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0188,,,105,97.13,93,,,,,,,,2,2,Appartement,97,5,,,,,,4.80453,45.754818
2018-656220,2018-01-11,000001,Vente,285000,21,,AV DU POINT DU JOUR,5620,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0188,,,172,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.80453,45.754818
2018-656221,2018-01-17,000001,Vente,15000,44,,RUE DE LA FAVORITE,2665,69005,69385,Lyon 5e Arrondissement,69,,,69385000AW0118,,,269,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.809121,45.757238
2018-656222,2018-01-18,000002,Vente,1,9003,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AR0221,,,,,,,,,,,,,0,,,,,S,sols,,,1768,,
2018-656223,2018-01-10,000001,Vente,420000,,,LA PAPE,B197,69140,69286,Rillieux-la-Pape,69,,,69286000AH0068,,,,,,,,,,,,,0,,,,,S,sols,,,277,4.887211,45.806567
2018-656223,2018-01-10,000001,Vente,420000,53,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AH0069,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,160,0,S,sols,,,178,4.887304,45.806429
2018-656223,2018-01-10,000001,Vente,420000,53,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AH0069,,,,,,,,,,,,,0,2,Appartement,66,3,S,sols,,,178,4.887304,45.806429
2018-656223,2018-01-10,000001,Vente,420000,53,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AH0069,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,178,4.887304,45.806429
2018-656223,2018-01-10,000001,Vente,420000,53,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AH0069,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,70,0,S,sols,,,178,4.887304,45.806429
2018-656223,2018-01-10,000001,Vente,420000,,,LA PAPE,B197,69140,69286,Rillieux-la-Pape,69,,,69286000AH0258,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,414,4.887093,45.806575
2018-656224,2018-01-08,000001,Vente,331400,13,,ALL DE VALOMBRE,1918,69300,69034,Caluire-et-Cuire,69,,,69034000AR0442,,,243,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.85723,45.797841
2018-656224,2018-01-08,000001,Vente,331400,13,,ALL DE VALOMBRE,1918,69300,69034,Caluire-et-Cuire,69,,,69034000AR0442,,,161,,58,114.03,,,,,,,2,2,Appartement,111,5,,,,,,4.85723,45.797841
2018-656225,2018-01-15,000001,Vente,320000,5,,RUE DE L ABBE PAPON,0025,69005,69385,Lyon 5e Arrondissement,69,,,69385000BD0037,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.774038,45.752172
2018-656225,2018-01-15,000001,Vente,320000,5,,RUE DE L ABBE PAPON,0025,69005,69385,Lyon 5e Arrondissement,69,,,69385000BD0037,,,29,95.8,66,,,,,,,,2,2,Appartement,95,4,,,,,,4.774038,45.752172
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,30,0,S,sols,,,314,4.827056,45.873647
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,2,Appartement,65,3,J,jardins,POTAG,Jardin potager,1003,4.827056,45.873647
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,2,Appartement,65,3,J,jardins,POTAG,Jardin potager,1003,4.827056,45.873647
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,2,Appartement,65,3,S,sols,,,314,4.827056,45.873647
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,2,Appartement,65,3,S,sols,,,314,4.827056,45.873647
2018-656226,2018-01-12,000001,Vente,320000,25,,RTE DES MONTS D OR,0212,69250,69003,Albigny-sur-Saône,69,,,69003000AM0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,30,0,J,jardins,POTAG,Jardin potager,1003,4.827056,45.873647
2018-656227,2018-01-08,000001,Vente en l'état futur d'achèvement,14000,53,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AI0391,,,105,,,,,,,,,,1,,,,,,,,,,4.855363,45.808118
2018-656228,2018-01-09,000001,Vente en l'état futur d'achèvement,62000,53,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AI0391,,,124,,,,,,,,,,1,,,,,,,,,,4.855363,45.808118
2018-656228,2018-01-09,000001,Vente en l'état futur d'achèvement,62000,53,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AI0391,,,123,,,,,,,,,,1,,,,,,,,,,4.855363,45.808118
2018-656229,2018-01-05,000001,Vente,236500,9,,AV HENRI BARBUSSE,0158,69250,69003,Albigny-sur-Saône,69,,,69003000AC0064,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.836062,45.862807
2018-656229,2018-01-05,000001,Vente,236500,9,,AV HENRI BARBUSSE,0158,69250,69003,Albigny-sur-Saône,69,,,69003000AC0064,,,144,,,,,,,,,,1,2,Appartement,97,4,,,,,,4.836062,45.862807
2018-656229,2018-01-05,000001,Vente,236500,9,,AV HENRI BARBUSSE,0158,69250,69003,Albigny-sur-Saône,69,,,69003000AC0064,,,120,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.836062,45.862807
2018-656229,2018-01-05,000001,Vente,236500,9,,AV HENRI BARBUSSE,0158,69250,69003,Albigny-sur-Saône,69,,,69003000AC0064,,,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.836062,45.862807
2018-656230,2018-01-05,000001,Vente en l'état futur d'achèvement,431000,15,T,RUE LOUIS THEVENET,4355,69004,69384,Lyon 4e Arrondissement,69,,,69384000AX0074,,,63,74.65,,,,,,,,,1,2,Appartement,75,3,,,,,,4.837158,45.779477
2018-656230,2018-01-05,000001,Vente en l'état futur d'achèvement,431000,15,T,RUE LOUIS THEVENET,4355,69004,69384,Lyon 4e Arrondissement,69,,,69384000AX0074,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.837158,45.779477
2018-656231,2018-01-10,000001,Vente,345000,12,,RUE RIVET,6050,69001,69381,Lyon 1er Arrondissement,69,,,69381000AH0063,,,125,,156,,157,,193,,199,,7,2,Appartement,93,5,,,,,,4.826084,45.769741
2018-656232,2018-01-03,000001,Vente,231900,104,,RUE COSTE,0520,69300,69034,Caluire-et-Cuire,69,,,69034000BK0038,,,155,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.837598,45.790005
2018-656232,2018-01-03,000001,Vente,231900,104,,RUE COSTE,0520,69300,69034,Caluire-et-Cuire,69,,,69034000BK0038,,,117,,97,,,,,,,,2,2,Appartement,68,4,,,,,,4.837598,45.790005
2018-656233,2018-01-16,000001,Vente,305900,9,,MTE DES SOLDATS,1830,69300,69034,Caluire-et-Cuire,69,,,69034000AX0428,,,312,,326,91.52,,,,,,,2,2,Appartement,79,3,,,,,,4.857917,45.794862
2018-656234,2018-01-04,000001,Vente,58000,280,,RUE DE LA GDE CHARRIERE,0120,69250,69284,Montanay,69,,,69284000AE0335,,,11,,,,,,,,,,1,2,Appartement,36,1,,,,,,4.865296,45.876549
2018-656235,2018-01-09,000001,Vente,194600,15,,RUE LAPORTE,4145,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0031,,,20,58,6,,,,,,,,2,2,Appartement,63,3,,,,,,4.804329,45.778267
2018-656236,2018-01-17,000001,Vente,375000,35,B,RUE DE CONDE,1880,69002,69382,Lyon 2e Arrondissement,69,,,69382000AW0075,,,12,,23,,8,88.12,,,,,3,2,Appartement,79,4,,,,,,4.831123,45.75109
2018-656237,2018-01-04,000001,Vente,200000,22,,RUE PIERRE BOURGEOIS,1620,69300,69034,Caluire-et-Cuire,69,,,69034000AC0296,,,126,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.859321,45.809589
2018-656237,2018-01-04,000001,Vente,200000,22,,RUE PIERRE BOURGEOIS,1620,69300,69034,Caluire-et-Cuire,69,,,69034000AC0296,,,45,,58,,,,,,,,2,2,Appartement,76,3,,,,,,4.859321,45.809589
2018-656238,2018-01-05,000001,Vente,114450,97,,RUE PASTEUR,1470,69300,69034,Caluire-et-Cuire,69,,,69034000AN0155,,,135,44.62,189,,,,,,,,2,2,Appartement,42,2,,,,,,4.844862,45.793328
2018-656239,2018-01-19,000001,Vente,615000,35,,RUE HENRI GORJUS,3505,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0003,,,12,,33,136.1,34,,,,,,3,2,Appartement,136,5,,,,,,4.822755,45.778274
2018-656239,2018-01-19,000001,Vente,615000,35,,RUE HENRI GORJUS,3505,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0003,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.822755,45.778274
2018-656240,2018-01-10,000001,Vente,225000,10,,RUE LOUIS THEVENET,4355,69004,69384,Lyon 4e Arrondissement,69,,,69384000BC0001,,,159,,207,51.11,,,,,,,2,2,Appartement,52,3,,,,,,4.838431,45.778483
2018-656241,2018-01-10,000001,Vente,526970,5,,RUE DUBOIS,2310,69002,69382,Lyon 2e Arrondissement,69,,,69382000AB0016,,,10,91.42,4,,,,,,,,2,2,Appartement,104,3,,,,,,4.83285,45.763921
2018-656242,2018-01-04,000001,Vente en l'état futur d'achèvement,16000,6,,RUE CHINARD,1640,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0047,,,109,,,,,,,,,,1,,,,,,,,,,4.80598,45.778512
2018-656243,2018-01-04,000001,Vente en l'état futur d'achèvement,281000,6,,RUE CHINARD,1640,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0047,,,40,,,,,,,,,,1,,,,,,,,,,4.80598,45.778512
2018-656243,2018-01-04,000001,Vente en l'état futur d'achèvement,281000,6,,RUE CHINARD,1640,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0047,,,132,,,,,,,,,,1,,,,,,,,,,4.80598,45.778512
2018-656244,2018-01-10,000001,Echange,5100,3,,RUE DE CASTRIES,1300,69002,69382,Lyon 2e Arrondissement,69,,,69382000AT0074,,,43,,,,,,,,,,1,2,Appartement,249,8,,,,,,4.825838,45.753009
2018-656244,2018-01-10,000002,Echange,5100,3,,RUE DE CASTRIES,1300,69002,69382,Lyon 2e Arrondissement,69,,,69382000AT0074,,,46,,,,,,,,,,1,2,Appartement,125,4,,,,,,4.825838,45.753009
2018-656245,2018-01-11,000001,Vente,238500,23,,RUE BELFORT,0775,69004,69384,Lyon 4e Arrondissement,69,,,69384000AX0140,,,10,,56,36.32,,,,,,,2,2,Appartement,50,2,,,,,,4.834539,45.778285
2018-656246,2018-01-04,000001,Vente,10000,,,LE BOURG,B005,69250,69003,Albigny-sur-Saône,69,,,69003000AK0295,,,,,,,,,,,,,0,,,,,S,sols,,,55,4.829076,45.865998
2018-656247,2018-01-08,000001,Vente,255000,17,,RUE DE L ECORAN,0160,69270,69068,Couzon-au-Mont-d'Or,69,,,690680000C0048,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.827565,45.843842
2018-656247,2018-01-08,000001,Vente,255000,17,,RUE DE L ECORAN,0160,69270,69068,Couzon-au-Mont-d'Or,69,,,690680000C0048,,,23,,,,,,,,,,1,1,Maison,80,3,,,,,,4.827565,45.843842
2018-656247,2018-01-08,000001,Vente,255000,17,,RUE DE L ECORAN,0160,69270,69068,Couzon-au-Mont-d'Or,69,,,690680000C0048,,,21,132.04,,,,,,,,,1,3,Dépendance,,0,,,,,,4.827565,45.843842
2018-656248,2018-01-10,000001,Vente,12000,701,,RUE EMILE ROMANET,0666,69300,69034,Caluire-et-Cuire,69,,,69034000AY0315,,,242,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.850364,45.793444
2018-656249,2018-01-15,000001,Vente,680000,,,LE PETIT MOULIN,B017,69270,69087,Fontaines-Saint-Martin,69,,,69087000AH0404,,,,,,,,,,,,,0,,,,,S,sols,,,60,4.840392,45.840258
2018-656249,2018-01-15,000001,Vente,680000,545,,CHE DE L EPINE,0120,69270,69087,Fontaines-Saint-Martin,69,,,69087000AH0408,,,,,,,,,,,,,0,1,Maison,154,4,AG,terrains d'agrément,PARC,Parc,524,4.840576,45.840201
2018-656249,2018-01-15,000001,Vente,680000,545,,CHE DE L EPINE,0120,69270,69087,Fontaines-Saint-Martin,69,,,69087000AH0408,,,,,,,,,,,,,0,1,Maison,154,4,S,sols,,,500,4.840576,45.840201
2018-656250,2018-01-08,000001,Vente,161900,19,,RUE DES NOYERS,5092,69005,69385,Lyon 5e Arrondissement,69,,,69385000BI0095,,,193,,43,88.84,,,,,,,2,2,Appartement,88,4,,,,,,4.78332,45.750748
2018-656251,2018-01-08,000001,Vente,184450,5,,RUE HECTOR BERLIOZ,3440,69009,69389,Lyon 9e Arrondissement,69,,,69389000CT0016,,,123,,139,,,,,,,,2,2,Appartement,89,5,,,,,,4.828809,45.800778
2018-656252,2018-01-15,000001,Vente,200000,13,,RUE DUGAS MONTBEL,2360,69002,69382,Lyon 2e Arrondissement,69,,,69382000AY0067,,,99,,,,,,,,,,1,2,Appartement,51,3,,,,,,4.82805,45.746778
2018-656253,2018-01-08,000001,Vente,313450,12,,GDE RUE DE LA CROIX ROUSSE,2015,69004,69384,Lyon 4e Arrondissement,69,,,69384000AW0061,,,10,,18,68.19,20,,,,,,3,2,Appartement,57,2,,,,,,4.832606,45.776954
2018-656254,2018-01-08,000001,Vente,283000,14,B,QUAI PIERRE SCIZE,5515,69009,69389,Lyon 9e Arrondissement,69,,,69389000CE0080,,,180,,241,,,,,,,,2,2,Appartement,86,4,,,,,,4.813067,45.766367
2018-656254,2018-01-08,000001,Vente,283000,14,,QUAI PIERRE SCIZE,5515,69009,69389,Lyon 9e Arrondissement,69,,,69389000CE0080,,,385,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.813067,45.766367
2018-656254,2018-01-08,000001,Vente,283000,14,,QUAI PIERRE SCIZE,5515,69009,69389,Lyon 9e Arrondissement,69,,,69389000CE0080,,,138,,,,,,,,,,1,2,Appartement,61,3,,,,,,4.813067,45.766367
2018-656255,2018-01-03,000001,Vente,297000,15,,ALL DE VALOMBRE,1918,69300,69034,Caluire-et-Cuire,69,,,69034000AR0442,,,180,,77,,,,,,,,2,2,Appartement,95,4,,,,,,4.85723,45.797841
2018-656255,2018-01-03,000001,Vente,297000,1,,ALL DE VALOMBRE,1918,69300,69034,Caluire-et-Cuire,69,,,69034000AR0442,,,313,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.85723,45.797841
2018-656256,2018-01-15,000001,Vente en l'état futur d'achèvement,177400,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AB0050,,,27,,,,,,,,,,1,,,,,,,,,,4.834998,45.804346
2018-656256,2018-01-15,000001,Vente en l'état futur d'achèvement,177400,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AB0050,,,136,,,,,,,,,,1,,,,,,,,,,4.834998,45.804346
2018-656257,2018-01-18,000001,Vente,178400,3,,RUE DU 3 SEPTEMBRE 1944,7170,69009,69389,Lyon 9e Arrondissement,69,,,69389000BP0071,,,9,43.7,,,,,,,,,1,2,Appartement,43,2,,,,,,4.801468,45.7717
2018-656258,2018-01-22,000001,Vente en l'état futur d'achèvement,179672,,,,,,69286,Rillieux-la-Pape,69,,,69286000BH0193,,,34,55.7,,,,,,,,,1,,,,,,,,,,4.901384,45.822053
2018-656258,2018-01-22,000001,Vente en l'état futur d'achèvement,179672,,,,,,69286,Rillieux-la-Pape,69,,,69286000BH0193,,,122,,,,,,,,,,1,,,,,,,,,,4.901384,45.822053
2018-656259,2018-01-19,000001,Vente en l'état futur d'achèvement,178000,,,,,,69286,Rillieux-la-Pape,69,,,69286000BH0193,,,103,,,,,,,,,,1,,,,,,,,,,4.901384,45.822053
2018-656259,2018-01-19,000001,Vente en l'état futur d'achèvement,178000,,,,,,69286,Rillieux-la-Pape,69,,,69286000BH0193,,,39,76.4,,,,,,,,,1,,,,,,,,,,4.901384,45.822053
