id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2018-660905,2018-07-06,000001,Vente en l'état futur d'achèvement,169380,,,,,,69260,Vernaison,69,,,69260000AD0017,,,148,,,,,,,,,,1,,,,,,,,,,4.814165,45.647981
2018-660905,2018-07-06,000001,Vente en l'état futur d'achèvement,169380,,,,,,69260,Vernaison,69,,,69260000AD0017,,,54,,,,,,,,,,1,,,,,,,,,,4.814165,45.647981
2018-660906,2018-06-15,000001,Vente en l'état futur d'achèvement,199400,,,,,,69096,Grigny,69,,,69096000AH0336,,,,,,,,,,,,,0,,,,,,,,,,4.779697,45.605414
2018-660906,2018-06-15,000001,Vente en l'état futur d'achèvement,199400,,,,,,69096,Grigny,69,,,69096000AH0356,,,,,,,,,,,,,0,,,,,,,,,,4.779556,45.605425
2018-660907,2018-07-03,000001,Vente en l'état futur d'achèvement,250000,,,,,,69046,Charly,69,,,69046000AE0139,,,29,,,,,,,,,,1,,,,,,,,,,4.796599,45.654977
2018-660907,2018-07-03,000001,Vente en l'état futur d'achèvement,250000,,,,,,69046,Charly,69,,,69046000AE0139,,,5,,,,,,,,,,1,,,,,,,,,,4.796599,45.654977
2018-660908,2018-06-28,000002,Vente,460000,,,,,,69043,Chaponost,69,,,69043000AK0574,,1,,,,,,,,,,,0,,,,,,,,,,,
2018-660909,2018-07-02,000001,Vente en l'état futur d'achèvement,238000,,,,,,69235,Saint-Romain-en-Gal,69,,,69235000AL0216,,,13,,,,,,,,,,1,,,,,,,,,,4.864646,45.530998
2018-660909,2018-07-02,000001,Vente en l'état futur d'achèvement,238000,,,,,,69235,Saint-Romain-en-Gal,69,,,69235000AL0216,,,38,71.05,,,,,,,,,1,,,,,,,,,,4.864646,45.530998
2018-660910,2018-08-23,000001,Vente,15000,163,,RUE GENERAL DE GAULLE,0410,69530,69027,Brignais,69,,,69027000BE0208,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.753653,45.671964
2018-660911,2018-08-01,000001,Vente,200000,14,,ALL DE LA GRAVIERE,0555,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AY0154,,,1104,,1154,84.21,,,,,,,2,2,Appartement,88,4,,,,,,4.780059,45.733019
2018-660912,2018-08-10,000001,Vente,238700,112,,AV CLEMENCEAU,0270,69230,69204,Saint-Genis-Laval,69,,,69204000AS0128,,,34,,42,91.36,,,,,,,2,2,Appartement,91,5,,,,,,4.793651,45.698111
2018-660912,2018-08-10,000001,Vente,238700,112,,AV CLEMENCEAU,0270,69230,69204,Saint-Genis-Laval,69,,,69204000AS0128,,,112,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.793651,45.698111
2018-660913,2018-08-10,000001,Vente,345000,46,,ALL DE GRAND CHAMP,0491,69230,69204,Saint-Genis-Laval,69,,,69204000BM0343,,,,,,,,,,,,,0,1,Maison,119,5,S,sols,,,252,4.802684,45.684626
2018-660914,2018-08-06,000001,Vente,746800,14,,ALL ADANSON,0003,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AD0497,,,,,,,,,,,,,0,1,Maison,136,5,S,sols,,,139,4.793222,45.743885
2018-660914,2018-08-06,000001,Vente,746800,,,CHE DES PRES,0880,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AD0505,,,,,,,,,,,,,0,,,,,S,sols,,,811,4.793315,45.743955
2018-660915,2018-08-31,000001,Vente,431500,90,,RUE DE JANICU,0460,69530,69027,Brignais,69,,,69027000AR0243,,,6,159.34,,,,,,,,,1,1,Maison,157,5,,,,,,4.757943,45.681896
2018-660916,2018-08-31,000001,Vente,256550,10,,RUE AMPERE,0005,69520,69096,Grigny,69,,,69096000AK0270,,,,,,,,,,,,,0,1,Maison,111,5,S,sols,,,166,4.783491,45.608914
2018-660916,2018-08-31,000001,Vente,256550,,,LE ROULAY,B031,69520,69096,Grigny,69,,,69096000AK0273,,,,,,,,,,,,,0,,,,,S,sols,,,102,4.783285,45.608934
2018-660917,2018-08-31,000001,Vente,445075,130,,RUE DE LA MURE,0249,69390,69046,Charly,69,,,69046000AE0036,,,,,,,,,,,,,0,1,Maison,150,3,S,sols,,,600,4.793656,45.653758
2018-660918,2018-09-07,000001,Vente,175000,,,PT PORT,B045,69420,69064,Condrieu,69,,,69064000AC0376,,,,,,,,,,,,,0,,,,,S,sols,,,26,4.766077,45.459001
2018-660918,2018-09-07,000001,Vente,175000,2,,RUE DU RAFFOUR,0722,69420,69064,Condrieu,69,,,69064000AC0377,,,,,,,,,,,,,0,1,Maison,109,6,S,sols,,,391,4.766107,45.458904
2018-660919,2018-09-07,000001,Vente en l'état futur d'achèvement,518000,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,128,,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660919,2018-09-07,000001,Vente en l'état futur d'achèvement,518000,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,64,56.6,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660920,2018-09-07,000001,Vente,315000,74,,RTE DE LA GARE,0340,69630,69043,Chaponost,69,,,69043000AS0627,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1387,0,AG,terrains d'agrément,,,3517,4.761463,45.69821
2018-660920,2018-09-07,000001,Vente,315000,74,,RTE DE LA GARE,0340,69630,69043,Chaponost,69,,,69043000AS0627,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1387,0,AG,terrains d'agrément,,,3517,4.761463,45.69821
2018-660920,2018-09-07,000001,Vente,315000,,,LES TROQUES,B076,69630,69043,Chaponost,69,,,69043000AS0629,,,,,,,,,,,,,0,,,,,S,sols,,,244,4.762006,45.698435
2018-660921,2018-09-13,000001,Vente,149600,41,,RUE HENRI BARBUSSE,0520,69600,69149,Oullins,69,,,69149000AO0317,,,10,62.96,117,,,,,,,,2,2,Appartement,63,4,,,,,,4.815936,45.708203
2018-660922,2018-09-07,000001,Vente,210200,24,,RUE DU CENTRE,0021,69420,69007,Ampuis,69,,,69007000AB0612,,,14,,52,71.57,,,,,,,2,2,Appartement,71,3,,,,,,4.811807,45.490624
2018-660922,2018-09-07,000001,Vente,210200,24,,RUE DU CENTRE,0021,69420,69007,Ampuis,69,,,69007000AB0612,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.811807,45.490624
2018-660923,2018-09-19,000001,Vente,239380,9,,PL ANATOLE FRANCE,0040,69600,69149,Oullins,69,,,69149000AK0208,,,6,82.43,,,,,,,,,1,2,Appartement,83,3,,,,,,4.805634,45.714064
2018-660924,2018-10-04,000001,Vente,482750,,,RLE LA RUELLE,0117,69510,69176,Soucieu-en-Jarrest,69,,,69176000AC0274,,,,,,,,,,,,,0,1,Maison,170,6,S,sols,,,843,4.701251,45.683917
2018-660925,2018-09-17,000002,Vente,1380,43,,RTE DE LA LIBERATION,0650,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AY0445,,,,,,,,,,,,,0,,,,,S,sols,,,44,,
2018-660926,2018-09-17,000002,Vente,168620,43,,RTE DE LA LIBERATION,0650,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AY0454,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,560,0,S,sols,,,1681,,
2018-660926,2018-09-17,000002,Vente,168620,43,,RTE DE LA LIBERATION,0650,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AY0454,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,,S,sols,,,1681,,
2018-660927,2018-10-03,000001,Vente,317000,73,C,RUE DE LA MAIRIE,0136,69440,69241,Taluyers,69,,,692410000A2387,,,3,100.25,,,,,,,,,1,1,Maison,100,5,,,,,,4.72026,45.640447
2018-660928,2018-09-12,000001,Vente,510000,,,CANTONNIAU,B013,69530,69027,Brignais,69,,,69027000BS0078,,,,,,,,,,,,,0,,,,,T,terres,,,32,4.743101,45.678065
2018-660928,2018-09-12,000001,Vente,510000,4,,CHE DE CANTONNIAU,0155,69530,69027,Brignais,69,,,69027000BS0181,,,,,,,,,,,,,0,1,Maison,136,6,AG,terrains d'agrément,PARC,Parc,830,4.742515,45.67777
2018-660928,2018-09-12,000001,Vente,510000,4,,CHE DE CANTONNIAU,0155,69530,69027,Brignais,69,,,69027000BS0181,,,,,,,,,,,,,0,1,Maison,136,6,S,sols,,,500,4.742515,45.67777
2018-660928,2018-09-12,000001,Vente,510000,,,CANTONNIAU,B013,69530,69027,Brignais,69,,,69027000BS0185,,,,,,,,,,,,,0,,,,,S,sols,,,904,4.741757,45.677896
2018-660928,2018-09-12,000001,Vente,510000,,,CANTONNIAU,B013,69530,69027,Brignais,69,,,69027000BS0186,,,,,,,,,,,,,0,,,,,S,sols,,,101,4.742915,45.678002
2018-660929,2018-09-13,000001,Vente,94900,6,,ALL DES FLEURS,0448,69600,69149,Oullins,69,,,69149000AT0056,,,1416,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.795584,45.714855
2018-660929,2018-09-13,000001,Vente,94900,10,,ALL DES FLEURS,0448,69600,69149,Oullins,69,,,69149000AT0056,,,1281,,1306,29.4,,,,,,,2,2,Appartement,29,1,,,,,,4.795584,45.714855
2018-660930,2018-09-26,000001,Vente en l'état futur d'achèvement,185900,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,22,13.41,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660930,2018-09-26,000001,Vente en l'état futur d'achèvement,185900,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,20,13,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660930,2018-09-26,000001,Vente en l'état futur d'achèvement,185900,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,106,46.35,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660931,2018-09-28,000001,Vente en l'état futur d'achèvement,237000,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,107,63.92,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660931,2018-09-28,000001,Vente en l'état futur d'achèvement,237000,,,LE BOURG,B004,69560,69189,Sainte-Colombe,69,,,69189000AB0772,,,23,13.41,,,,,,,,,1,,,,,,,,,,4.86652,45.523807
2018-660932,2018-09-28,000001,Vente,471395,334,,RTE DE LA FILLONNIERE,0224,69440,69141,Mornant,69,,,69141000AO0075,,,,,,,,,,,,,0,1,Maison,98,5,S,sols,,,500,4.652464,45.614465
2018-660932,2018-09-28,000001,Vente,471395,334,,RTE DE LA FILLONNIERE,0224,69440,69141,Mornant,69,,,69141000AO0075,,,,,,,,,,,,,0,1,Maison,98,5,AG,terrains d'agrément,PARC,Parc,851,4.652464,45.614465
2018-660933,2018-09-24,000001,Vente,469500,4,,RUE DES FRAISIERS,0274,69630,69043,Chaponost,69,,,69043000AE0427,,,,,,,,,,,,,0,1,Maison,123,5,S,sols,,,1087,4.755773,45.716024
2018-660934,2018-09-28,000001,Vente,319500,2,,RUE HENRI MATISSE,0429,69530,69027,Brignais,69,,,69027000AR0454,,,,,,,,,,,,,0,1,Maison,86,4,S,sols,,,393,4.7641,45.683174
2018-660935,2018-10-10,000001,Vente,503800,39,,IMP DE LA GRANGE HAUTE,0368,69540,69100,Irigny,69,,,69100000AN0108,,,,,,,,,,,,,0,1,Maison,142,6,S,sols,,,685,4.820045,45.678263
2018-660936,2018-10-01,000001,Vente,535700,3,,RUE DES FRAMBOISIERS,0276,69630,69043,Chaponost,69,,,69043000AE0371,,,,,,,,,,,,,0,1,Maison,126,5,AG,terrains d'agrément,,,630,4.759271,45.718683
2018-660936,2018-10-01,000001,Vente,535700,3,,RUE DES FRAMBOISIERS,0276,69630,69043,Chaponost,69,,,69043000AE0371,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,400,4.759271,45.718683
2018-660937,2018-09-20,000001,Vente,80000,18,,RTE DEPARTEMENTALE 386,0102,69520,69096,Grigny,69,,,69096000AB0118,,,32,37.06,,,,,,,,,1,2,Appartement,41,2,,,,,,4.772172,45.608373
2018-660937,2018-09-20,000001,Vente,80000,18,,RTE DEPARTEMENTALE 386,0102,69520,69096,Grigny,69,,,69096000AB0118,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.772172,45.608373
2018-660938,2018-09-21,000001,Vente,106000,3,,RUE MARCEL PAUL,0308,69520,69096,Grigny,69,,,69096000AK0155,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.781993,45.608027
2018-660938,2018-09-21,000001,Vente,106000,3,,RUE MARCEL PAUL,0308,69520,69096,Grigny,69,,,69096000AK0155,,,16,75.42,,,,,,,,,1,2,Appartement,73,4,,,,,,4.781993,45.608027
2018-660938,2018-09-21,000001,Vente,106000,9001,,RUE MARCEL PAUL,0308,69520,69096,Grigny,69,,,69096000AK0187,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.782689,45.608515
2018-660939,2018-09-24,000001,Vente,295250,24,,RUE DE LA DAMETTE,0229,69540,69100,Irigny,69,,,69100000AR0228,,,17,87.77,9,,,,,,,,2,2,Appartement,76,3,,,,,,4.829827,45.674468
2018-660940,2018-09-27,000001,Vente,145000,81,,RUE COMMANDANT CHARCOT,0300,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AE0039,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.791091,45.747474
2018-660940,2018-09-27,000001,Vente,145000,81,,RUE COMMANDANT CHARCOT,0300,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AE0039,,,1,57.68,20,,,,,,,,2,2,Appartement,61,2,,,,,,4.791091,45.747474
2018-660940,2018-09-27,000001,Vente,145000,81,,RUE COMMANDANT CHARCOT,0300,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AE0039,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.791091,45.747474
2018-660941,2018-10-02,000001,Vente,490000,146,,CHE DES FONDS,0420,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AC0233,,,,,,,,,,,,,0,1,Maison,117,5,S,sols,,,404,4.787751,45.74165
2018-660941,2018-10-02,000001,Vente,490000,146,,CHE DES FONDS,0420,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AC0233,,,,,,,,,,,,,0,1,Maison,117,5,J,jardins,POTAG,Jardin potager,577,4.787751,45.74165
2018-660942,2018-09-27,000001,Vente,485000,28,,RUE DU FRERE BENOIT,0475,69600,69149,Oullins,69,,,69149000AD0036,,,,,,,,,,,,,0,1,Maison,99,5,S,sols,,,713,4.792915,45.719545
2018-660943,2018-09-28,000001,Vente,154200,45,,RUE DE LA CADIERE,0080,69350,69142,La Mulatière,69,,,69142000AK0003,,,341,64.46,342,,,,,,,,2,2,Appartement,64,3,,,,,,4.80397,45.724227
2018-660943,2018-09-28,000001,Vente,154200,45,,RUE DE LA CADIERE,0080,69350,69142,La Mulatière,69,,,69142000AK0003,,,556,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.80397,45.724227
2018-660944,2018-09-28,000001,Vente en l'état futur d'achèvement,371562,24,,RUE FRANCISQUE JOMARD,0470,69600,69149,Oullins,69,,,69149000AI0666,,,2,87,,,,,,,,,1,,,,,,,,,,4.799803,45.715611
2018-660945,2018-10-10,000001,Vente,105765,18,,RUE AMPERE,0030,69600,69149,Oullins,69,,,69149000AO0444,,,13,53.62,63,,,,,,,,2,2,Appartement,55,3,,,,,,4.812676,45.7077
2018-660946,2018-10-01,000001,Vente,161900,26,,RUE PARMENTIER,0740,69600,69149,Oullins,69,,,69149000AL0400,,,41,46.27,,,,,,,,,1,2,Appartement,46,2,,,,,,4.812377,45.715878
2018-660946,2018-10-01,000001,Vente,161900,26,,RUE PARMENTIER,0740,69600,69149,Oullins,69,,,69149000AL0400,,,79,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.812377,45.715878
2018-660947,2018-09-20,000002,Vente,276000,127,,CHE DE CHANTEGRILLET,0140,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AC0281,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,650,,
2018-660948,2018-09-21,000001,Vente,145000,,,LA GARENNE,B025,69420,69064,Condrieu,69,,,69064000AB1115,,,,,,,,,,,,,0,,,,,S,sols,,,116,4.764448,45.465511
2018-660949,2018-10-02,000001,Vente,19300,59,,CHE DE CHAVRIL,0240,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AI0146,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.801732,45.746287
2018-660950,2018-10-05,000001,Vente,2500,1,,BD DE L EUROPE,0435,69600,69149,Oullins,69,,,69149000AP0095,,,1277,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.806813,45.706591
2018-660951,2018-10-12,000001,Vente,78000,5016,,BOURG,B014,69440,69184,Sainte-Catherine,69,,,691840000D0303,,,,,,,,,,,,,0,1,Maison,49,1,S,sols,,,49,4.570751,45.599106
2018-660952,2018-09-28,000001,Vente,71124.4,30,,CHE DE CHAZELLES,0250,69230,69204,Saint-Genis-Laval,69,,,69204000BA0115,,,168,16.46,,,,,,,,,1,2,Appartement,16,1,,,,,,4.802851,45.695168
2018-660953,2018-10-12,000001,Vente,142620,9004,,RUE LIONEL TERRAY,0625,69600,69149,Oullins,69,,,69149000AH0011,,,113,56.94,88,,,,,,,,2,2,Appartement,58,3,,,,,,4.806147,45.722394
2018-660954,2018-10-01,000001,Vente,82150,22,,RUE LEON BOURGEOIS,0620,69600,69149,Oullins,69,,,69149000AS0138,,,8,17.11,,,,,,,,,1,2,Appartement,16,1,,,,,,4.800439,45.711966
2018-660955,2018-10-22,000001,Vente en l'état futur d'achèvement,300000,,,RUE DES USINES,0100,69390,69260,Vernaison,69,,,69260000AD0017,,,96,,,,,,,,,,1,,,,,,,,,,4.814165,45.647981
2018-660955,2018-10-22,000001,Vente en l'état futur d'achèvement,300000,,,RUE DES USINES,0100,69390,69260,Vernaison,69,,,69260000AD0017,,,101,,,,,,,,,,1,,,,,,,,,,4.814165,45.647981
2018-660955,2018-10-22,000001,Vente en l'état futur d'achèvement,300000,,,RUE DES USINES,0100,69390,69260,Vernaison,69,,,69260000AD0017,,,28,,,,,,,,,,1,,,,,,,,,,4.814165,45.647981
2018-660956,2018-10-01,000001,Vente,288700,30,,RUE ROUGET DE L ISLE,0960,69700,69091,Givors,69,,,69091000AO0106,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.77335,45.587419
2018-660956,2018-10-01,000001,Vente,288700,30,,RUE ROUGET DE L ISLE,0960,69700,69091,Givors,69,,,69091000AO0106,,,20,90.55,,,,,,,,,1,2,Appartement,90,4,,,,,,4.77335,45.587419
2018-660957,2018-10-05,000001,Vente,176500,251,,CHE DE FONTANIERES,0160,69350,69142,La Mulatière,69,,,69142000AE0025,,,321,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.814805,45.72946
2018-660957,2018-10-05,000001,Vente,176500,251,,CHE DE FONTANIERES,0160,69350,69142,La Mulatière,69,,,69142000AE0025,,,2,,,,,,,,,,1,2,Appartement,60,3,,,,,,4.814805,45.72946
2018-660958,2018-10-10,000001,Vente,5000,12,,CHE DE LA CROIX PIVORT,0350,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AS0076,,,54,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,4.803888,45.732044
2018-660958,2018-10-10,000001,Vente,5000,12,,CHE DE LA CROIX PIVORT,0350,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AS0076,,,51,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,4.803888,45.732044
2018-660959,2018-10-02,000001,Vente,360000,,,LA CRX RAMIER,B033,69630,69043,Chaponost,69,,,69043000AS0002,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,1765,4.74549,45.701175
2018-660959,2018-10-02,000001,Vente,360000,44,,RUE BENOIT BADOIL,0080,69630,69043,Chaponost,69,,,69043000AS0491,,,,,,,,,,,,,0,1,Maison,60,4,S,sols,,,10,4.745155,45.701111
2018-660959,2018-10-02,000001,Vente,360000,,,LA CRX RAMIER,B033,69630,69043,Chaponost,69,,,69043000AS0492,,,,,,,,,,,,,0,,,,,S,sols,,,73,4.745792,45.701248
2018-660960,2018-10-05,000001,Vente,195000,3,,RUE JOSEPH COMEAU,0067,69510,69176,Soucieu-en-Jarrest,69,,,69176000AC0161,,,,,,,,,,,,,0,1,Maison,115,3,S,sols,,,228,4.702927,45.682933
2018-660961,2018-10-16,000001,Vente,313000,7,,RUE DE LA VALOIS,0400,69390,69133,Millery,69,,,691330000B0746,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,432,4.783859,45.629916
2018-660961,2018-10-16,000001,Vente,313000,,,VALOIS,B065,69390,69133,Millery,69,,,691330000B0747,,,,,,,,,,,,,0,,,,,S,sols,,,3,4.783831,45.629593
2018-660962,2018-10-05,000001,Vente,240000,,,LE GRENOUILLAT,B016,69560,69193,Saint-Cyr-sur-le-Rhône,69,,,69193000AD0253,,,,,,,,,,,,,0,,,,,S,sols,,,1046,4.822943,45.514984
2018-660963,2018-10-12,000001,Vente,239000,48,,RUE MERE ELISE RIVET,0480,69530,69027,Brignais,69,,,69027000AT0313,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.764568,45.681324
2018-660963,2018-10-12,000001,Vente,239000,48,,RUE MERE ELISE RIVET,0480,69530,69027,Brignais,69,,,69027000AT0313,,,2,61.57,,,,,,,,,1,2,Appartement,62,3,,,,,,4.764568,45.681324
2018-660964,2018-10-19,000001,Vente,381600,,,LA DURANTIERE,B021,69530,69148,Orliénas,69,,,69148000AE0021,,,,,,,,,,,,,0,,,,,S,sols,,,44,4.719931,45.667779
2018-660964,2018-10-19,000001,Vente,381600,333,,RTE DE LA DURANTIERE,0048,69530,69148,Orliénas,69,,,69148000AE0127,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,752,4.71956,45.667297
2018-660964,2018-10-19,000001,Vente,381600,,,LA DURANTIERE,B021,69530,69148,Orliénas,69,,,69148000AE0128,,,,,,,,,,,,,0,,,,,S,sols,,,424,4.719817,45.667435
2018-660965,2018-10-23,000001,Vente,411400,572,,RTE DU PARADIS,0094,69530,69148,Orliénas,69,,,69148000AK0034,,,,,,,,,,,,,0,1,Maison,133,6,AG,terrains d'agrément,PARC,Parc,990,4.728133,45.663777
2018-660965,2018-10-23,000001,Vente,411400,572,,RTE DU PARADIS,0094,69530,69148,Orliénas,69,,,69148000AK0034,,,,,,,,,,,,,0,1,Maison,133,6,S,sols,,,452,4.728133,45.663777
2018-660965,2018-10-23,000001,Vente,411400,,,LE TARAVEL,B053,69530,69148,Orliénas,69,,,69148000AK0036,,,,,,,,,,,,,0,,,,,S,sols,,,415,4.7285,45.663904
2018-660966,2018-10-03,000001,Vente,160000,11,,BD EMILE ZOLA,0410,69600,69149,Oullins,69,,,69149000AL0470,,,1,39.76,11,21.63,17,,2,52.66,21,,6,4,Local industriel. commercial ou assimilé,116,0,,,,,,4.808566,45.717695
2018-660967,2018-10-30,000001,Vente en l'état futur d'achèvement,18000,5,,RUE DU PERRON,0760,69600,69149,Oullins,69,,,69149000AK0578,,,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.806027,45.713512
2018-660968,2018-10-04,000001,Vente,110000,13,,RUE FLEURY,0450,69600,69149,Oullins,69,,,69149000AL0147,,,10,,16,39.28,4,39.28,,,,,3,2,Appartement,46,2,,,,,,4.807882,45.715319
2018-660969,2018-10-05,000001,Vente,162680,83,,RUE DE L EGLISE,0130,69440,69228,Chabanière,69,,,692280000E0011,,,,,,,,,,,,,0,,,,,S,sols,,,54,4.630994,45.583101
2018-660969,2018-10-05,000001,Vente,162680,83,,RUE DE L EGLISE,0130,69440,69228,Chabanière,69,,,692280000E0011,,,1,3.26,,,,,,,,,1,3,Dépendance,,0,,,,,,4.630994,45.583101
2018-660969,2018-10-05,000001,Vente,162680,5066,,RUE DE L EGLISE,0130,69440,69228,Chabanière,69,,,692280000E0012,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,46,4.631016,45.58307
2018-660970,2018-10-16,000001,Vente,135700,87,,RUE DU GRAND ROULE,0200,69350,69142,La Mulatière,69,,,69142000AI0045,,,126,,143,68.03,,,,,,,2,2,Appartement,66,4,,,,,,4.80762,45.729129
2018-660970,2018-10-16,000001,Vente,135700,79,,RUE DU GRAND ROULE,0200,69350,69142,La Mulatière,69,,,69142000AI0045,,,168,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.80762,45.729129
2018-660971,2018-10-18,000001,Vente,207000,133,,RTE DE SOUCIEU,0670,69440,69219,Saint-Laurent-d'Agny,69,,,692190000F0500,,,9,71.55,,,,,,,,,1,3,Dépendance,,0,,,,,,4.684604,45.642007
2018-660971,2018-10-18,000001,Vente,207000,133,,RTE DE SOUCIEU,0670,69440,69219,Saint-Laurent-d'Agny,69,,,692190000F0500,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.684604,45.642007
2018-660971,2018-10-18,000001,Vente,207000,133,,RTE DE SOUCIEU,0670,69440,69219,Saint-Laurent-d'Agny,69,,,692190000F0500,,,30,71,,,,,,,,,1,2,Appartement,71,3,,,,,,4.684604,45.642007
2018-660972,2018-10-30,000001,Vente,135000,19,,GRANDE RUE,0510,69600,69149,Oullins,69,,,69149000AH0044,,,4,54.27,,,,,,,,,1,2,Appartement,57,2,,,,,,4.810839,45.71897
2018-660973,2018-10-30,000001,Vente,313630,3,,RUE NINON VALLIN,0250,69390,69133,Millery,69,,,691330000B2526,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,217,4.77529,45.634943
2018-660974,2018-10-23,000001,Vente,236550,33,,RUE NARCISSE BERTHOLEY,0710,69600,69149,Oullins,69,,,69149000AL0129,,,7,,,,,,,,,,1,2,Appartement,77,3,,,,,,4.807103,45.716135
2018-660974,2018-10-23,000001,Vente,236550,33,,RUE NARCISSE BERTHOLEY,0710,69600,69149,Oullins,69,,,69149000AL0129,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.807103,45.716135
2018-660974,2018-10-23,000001,Vente,236550,33,,RUE NARCISSE BERTHOLEY,0710,69600,69149,Oullins,69,,,69149000AL0129,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.807103,45.716135
2018-660975,2018-10-20,000001,Vente,518300,11,,RUE DES AMANDIERS,0016,69630,69043,Chaponost,69,,,69043000AE0398,,,,,,,,,,,,,0,1,Maison,161,7,S,sols,,,1028,4.755508,45.717914
2018-660976,2018-10-15,000001,Vente,114500,1,,RUE DE LA FERME LAVAL,0318,69540,69100,Irigny,69,,,69100000AC0354,,,10,39.14,,,,,,,,,1,2,Appartement,39,2,,,,,,4.820535,45.688397
2018-660977,2018-10-31,000001,Vente,167000,6,,RUE DE CHAVRIL,0251,69110,69202,Sainte-Foy-lès-Lyon,69,,,69202000AH0121,,,34,71.74,46,,,,,,,,2,2,Appartement,72,4,,,,,,4.804768,45.747582
